CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10529,2643.343414,1,26402.39,22257.39,4145,0,1,1,0.333333,0,0,114,16500,24529.27662,534.032339,1,12
C10530,2924.757622,1,0,0,0,281.044645,0,0,0,0.166667,3,0,3000,677.649435,1187.962476,0,12
C10532,5036.870531,1,1752.15,1564.16,187.99,1072.351863,1,0.916667,0.583333,0.25,4,53,10300,1489.597574,1549.64691,0,12
C10533,32.042424,0.909091,400.41,0,489.39,0,0.833333,0,0.75,0,0,11,4500,353.570259,132.13182,0.666667,12
C10534,2549.128288,1,13771.63,4503.31,9268.32,0,1,0.5,1,0,0,83,14500,16826.42443,451.636081,0.25,12
C10535,3718.606699,1,1172.68,1172.68,0,10372.8492,0.083333,0.083333,0,0.5,10,7,9500,4820.842925,760.028047,0,12
C10536,4914.325665,1,1653.6,353.6,1300,1442.395734,0.75,0.25,0.583333,0.166667,3,14,5000,3410.253378,3451.70216,0,12
C10537,1191.584153,1,4238.79,2220.39,2018.4,0,1,0.5,1,0,0,33,10500,3528.728592,287.515344,0.083333,12
C10538,98.420888,1,907.37,907.37,0,0,1,1,0,0,0,12,10000,908.907467,184.723457,1,12
C10539,1534.891604,1,0,0,0,2614.626296,0,0,0,0.25,8,0,3000,304.984801,427.594038,0,12
C10540,675.117139,0.181818,0,0,0,6523.780195,0,0,0,0.083333,1,0,12500,0,,0,12
C10542,43.42718,1,569.34,0,569.34,0,1,0,1,0,0,19,16500,758.421856,163.044353,1,12
C10543,1874.601636,1,305.78,0,305.78,0,0.583333,0,0.583333,0,0,14,1500,518.757481,19977.00572,0,12
C10544,15258.2259,1,529.3,529.3,0,4100.891579,0.5,0.5,0,1,23,10,19000,2051.14647,3905.740148,0,8
C10545,4497.213951,1,2001.19,210.43,1790.76,0,1,0.083333,1,0,0,30,4500,3058.768463,5067.863223,0,12
C10546,986.149218,0.454545,0,0,0,2955.030338,0,0,0,0.166667,6,0,3000,832.894753,706.541302,0,12
C10547,257.997181,1,1020.47,185,835.47,0,0.916667,0.083333,0.916667,0,0,27,6500,1099.15757,163.155119,0,12
C10548,4507.733288,1,4754.32,3636.53,1117.79,0,1,0.833333,0.75,0,0,43,9500,1924.73689,957.077692,0,12
C10549,1117.635883,1,0,0,0,97.200877,0,0,0,0.25,3,0,1200,308.089987,361.250401,0,12
C10550,5083.397311,1,331.95,331.95,0,10384.82416,0.2,0.2,0,0.8,31,2,8000,4453.691497,1088.959964,0,10
C10551,3649.559565,0.818182,1490,1490,0,8824.695802,0.083333,0.083333,0,0.166667,2,1,12500,573.307364,747.486806,0,12
C10552,77.45581,1,558.28,270.52,287.76,0,0.916667,0.25,0.833333,0,0,14,8000,601.746596,149.982513,0.333333,12
C10553,1362.418281,1,1477.44,900,577.44,451.968387,1,0.111111,0.888889,0.111111,1,10,1500,559.095981,1058.84479,0,9
C10554,189.12074,0.909091,1051.1,0,1051.1,0,0.833333,0,0.833333,0,0,13,3000,1301.155857,168.227161,0.375,12
C10555,2374.663583,1,2242.26,1222.96,1019.3,228.465161,1,0.416667,1,0.083333,2,42,2850,2073.374513,874.422722,0,12
C10556,1112.070216,1,179.24,59,120.24,0,0.416667,0.083333,0.333333,0,0,7,4000,217.546584,368.652894,0,12
C10557,2569.379868,1,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5,15,5500,807.047622,590.361005,0,12
C10558,2883.906333,1,4620.34,4300.42,319.92,0,1,0.583333,1,0,0,21,7500,6476.333335,1090.368608,0.083333,12
C10559,71.046063,0.181818,1023.8,1023.8,0,0,0.083333,0.083333,0,0,0,2,20000,5872.895164,116.063003,0,12
C10560,3366.051663,1,6344.3,4438.8,1905.5,0,1,0.833333,0.666667,0,0,54,12000,2890.901993,694.340138,0.083333,12
C10561,7190.047748,1,1549.61,1549.61,0,3269.100834,0.666667,0.666667,0,0.75,11,19,17500,1727.425472,1770.058766,0,12
C10562,68.039722,0.454545,734.11,734.11,0,0,0.333333,0.333333,0,0,0,6,5000,1537.307484,102.554198,0.5,12
C10563,5066.461251,1,2274.21,1282.85,991.36,2854.551358,1,0.666667,1,0.75,23,60,5000,5174.255034,6174.387335,0,12
C10564,2454.610005,1,1635.69,0,1635.69,486.813976,1,0,1,0.083333,1,33,3000,1442.488419,1113.097672,0,12
C10565,64.329876,0.272727,627.03,482.03,145,0,0.25,0.166667,0.166667,0,0,8,6000,1513.704151,112.874987,1,12
C10566,1284.63314,1,55.5,0,55.5,5406.459348,0.083333,0,0.083333,0.833333,123,1,3000,3432.757202,421.385587,0,12
C10567,76.93561,0.833333,277,277,0,0,0.333333,0.333333,0,0,0,2,8500,814.605178,109.433095,0.333333,6
C10568,950.563525,0.909091,7479.95,7479.95,0,0,0.818182,0.818182,0,0,0,14,15000,7521.226078,319.437528,0.888889,11
C10569,5178.179489,1,3937.59,2606.42,1331.17,0,1,0.75,0.833333,0,0,54,9500,1248.498168,1143.849403,0,12
C10570,531.455619,1,6300.4,6300.4,0,0,0.833333,0.833333,0,0,0,21,16500,4924.941312,182.288774,1,12
C10571,263.6992,1,1856.64,0,1856.64,0,1,0,1,0,0,12,1800,1591.559543,1991.577214,0,12
C10572,492.070146,0.8,4924.41,4924.41,0,0,0.8,0.8,0,0,0,48,10500,3430.597877,149.408227,1,10
C10573,1034.660626,0.833333,1308.11,1308.11,0,234.602843,0.5,0.5,0,0.166667,1,8,1500,236.764555,207.007715,0,6
C10574,11547.52001,1,49039.57,40761.25,8278.32,558.166886,1,1,0.916667,0.083333,1,101,22500,46930.59824,2974.069421,0.25,12
C10575,8997.488544,1,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8,46,9000,4201.889848,7060.930982,0,12
C10576,9149.4096,1,227.8,227.8,0,5583.937965,0.333333,0.333333,0,0.666667,13,4,9500,6710.905443,6510.915661,0,12
C10577,1296.922119,1,2327.49,2327.49,0,1873.271885,0.666667,0.666667,0,0.25,6,18,6000,2322.412643,360.670758,0,12
C10578,1758.979585,0.818182,1199,1199,0,8552.910316,0.090909,0.090909,0,0.636364,17,1,6750,11634.38713,422.041626,0.111111,11
C10579,194.493602,1,1174.76,0,1174.76,0,1,0,1,0,0,41,4500,1280.294998,203.755356,0,12
C10580,3294.37955,1,0,0,0,2546.891416,0,0,0,0.083333,3,0,4000,1084.059239,1228.291582,0,12
C10581,5404.202992,1,469,286,183,8005.22508,0.666667,0.166667,0.333333,0.833333,52,4,7000,2676.467444,1468.475204,0,6
C10582,5484.800476,1,0,0,0,1239.217984,0,0,0,0.666667,8,0,6000,2060.020446,1306.960035,0,12
C10583,181.463092,1,133.39,133.39,0,219.143859,0.25,0.25,0,0.166667,2,3,2500,168.425788,169.473399,0,12
C10584,1311.732049,1,10700.63,2912.65,7787.98,0,0.916667,0.5,1,0,0,222,6000,9853.313787,280.014823,0.818182,12
C10585,542.218074,1,0,0,0,1074.741949,0,0,0,0.166667,2,0,1500,1328.855136,189.52525,0,12
C10586,1029.101022,1,49.1,0,49.1,0,0.25,0,0.25,0,0,3,1000,59.924534,8269.955787,0,12
C10587,1202.975648,1,11313.77,10133.7,1180.07,0,1,1,0.833333,0,0,98,6000,10718.04224,281.611634,0.833333,12
C10588,1095.379426,1,0,0,0,282.895246,0,0,0,0.25,3,0,1200,432.048813,256.494357,0,12
C10589,4546.766836,1,3525.37,0,3525.37,0,1,0,1,0,0,66,15000,14083.96809,1442.933291,0.25,12
C10590,28.934197,0.909091,258.74,258.74,0,0,0.666667,0.666667,0,0,0,16,12000,502.486404,105.034384,1,12
C10591,3457.086184,1,2448.6,0,2448.6,0,1,0,1,0,0,12,1700,227.514473,38512.12477,0,12
C10592,23.290641,0.727273,293.99,194.99,99,0,0.5,0.25,0.166667,0,0,6,12500,287.796655,93.027601,0.333333,12
C10593,9559.783145,1,709,709,0,771.711794,0.3,0.3,0,0.3,3,3,10500,2447.227264,2042.09446,0,10
C10594,2154.175363,1,1628.07,1628.07,0,0,0.333333,0.333333,0,0,0,8,5000,654.505745,507.655831,0,12
C10595,2627.184835,1,0,0,0,3216.192328,0,0,0,0.083333,7,0,3150,394.285767,10636.14839,0,12
C10596,2689.586312,1,0,0,0,2224.68646,0,0,0,0.083333,1,0,7000,809.880619,663.360789,0,12
C10597,11.890862,0.090909,165,165,0,0,0.083333,0.083333,0,0,0,1,15000,0,,0,12
C10598,3452.538704,1,11681.64,11681.64,0,0,1,1,0,0,0,141,10500,8145.713972,1198.614519,0,12
C10599,1068.031748,0.727273,98.97,0,98.97,0,0.416667,0,0.416667,0,0,5,2500,3594.989864,445.215577,0,12
C10600,7295.920263,1,0,0,0,721.214369,0,0,0,0.25,4,0,7500,1984.351035,3082.801095,0,12
C10601,7975.19143,1,1142.15,1017.65,124.5,2652.115823,0.5,0.333333,0.25,0.25,3,10,9000,2079.521171,2902.18515,0,12
C10602,1866.608592,1,1494.5,1494.5,0,0,0.416667,0.416667,0,0,0,8,8500,2031.589282,462.41515,0,12
C10603,259.467265,0.909091,646.24,646.24,0,0,0.083333,0.083333,0,0,0,1,10000,540.021578,183.086463,0,12
C10604,1298.191599,1,0,0,0,2052.835555,0,0,0,0.333333,9,0,3500,3009.926784,505.965923,0.083333,12
C10605,313.387813,1,3608.88,2124.75,1484.13,0,1,0.75,0.75,0,0,37,15000,2419.651857,182.527745,1,12
C10606,7088.358802,1,0,0,0,3118.050456,0,0,0,0.083333,2,0,7500,4539.526102,2183.319473,0,12
C10607,4458.045588,1,0,0,0,2846.034435,0,0,0,0.166667,6,0,5000,985.516901,1708.136351,0,12
C10608,2690.771926,1,12465.21,9805.73,2659.48,0,1,0.583333,1,0,0,79,13000,9290.702248,653.194444,0,12
C10609,15244.74865,1,7823.74,7564.81,258.93,2621.049473,1,1,1,0.083333,2,62,19000,11123.40918,4467.520244,0,12
C10610,0.327199,0.454545,24.64,24.64,0,0,0.083333,0.083333,0,0,0,1,1800,45.640106,26.849523,0,12
C10611,2492.726282,1,27957.68,23032.97,4924.71,0,1,1,0.916667,0,0,70,9000,27255.00752,537.372671,1,12
C10612,47.424621,0.545455,372,273.6,98.4,0,0.333333,0.166667,0.25,0,0,7,4000,662.401178,149.47264,0.2,12
C10613,4114.723127,1,1841.62,1456.94,384.68,4004.273974,1,1,0.25,0.416667,8,21,7500,7780.322889,950.496396,0,12
C10615,2450.031338,1,1678.07,824.21,853.86,0,1,0.25,1,0,0,33,6500,682.930065,512.073385,0,12
C10616,8781.831676,1,11674.64,9400.96,2273.68,0,1,1,0.916667,0,0,93,16000,10377.3612,2372.97281,0,12
C10617,1642.024936,1,2094.38,2094.38,0,0,0.416667,0.416667,0,0,0,17,4500,576.699993,556.378998,0,12
C10618,2739.836747,0.909091,0,0,0,2970.288928,0,0,0,0.363636,5,0,3000,3418.06811,1384.882852,0,11
C10619,1946.447038,1,411.38,411.38,0,99.078081,0.25,0.25,0,0.083333,1,5,2500,1403.266638,513.547978,0,12
C10620,9.962695,0.545455,99.19,0,99.19,0,0.5,0,0.5,0,0,7,4000,209.014647,147.337498,0.166667,12
C10621,394.269079,0.363636,525,525,0,2003.827851,0.083333,0.083333,0,0.25,12,1,2500,3747.367504,82.631551,0,12
C10622,5935.917803,1,1956.06,1777.14,178.92,0,0.916667,0.916667,0.333333,0,0,48,11500,1553.147417,1338.082337,0,12
C10623,266.588825,1,1750.51,1515.46,235.05,239.188373,1,1,0.166667,0.166667,2,31,3500,2103.253278,193.898848,0.25,12
C10624,917.732846,1,18.41,0,18.41,0,0.083333,0,0.083333,0,0,1,1000,1407.291593,424.623595,0,12
C10625,3183.529482,1,386.12,386.12,0,3715.643596,0.636364,0.636364,0,0.363636,7,9,4000,4441.185925,752.309324,0,11
C10626,2071.736764,0.909091,0,0,0,199.214973,0,0,0,0.363636,4,0,2100,553.00439,570.229181,0,11
C10627,6980.581442,1,0,0,0,11549.11174,0,0,0,0.416667,15,0,14500,1498.338478,1536.151742,0,12
C10628,724.261595,1,625.46,198.4,427.06,0,0.583333,0.166667,0.5,0,0,10,7500,721.081023,234.277687,0,12
C10629,2469.665655,1,963.13,963.13,0,0,0.666667,0.666667,0,0,0,16,7000,566.87028,639.521888,0,12
C10630,202.190447,0.545455,2011.81,2011.81,0,0,0.416667,0.416667,0,0,0,8,2100,3144.544042,165.070133,0.8,12
C10631,6787.661776,1,99.5,0,99.5,7726.511679,0.833333,0,0.75,0.416667,10,10,8000,1775.13958,2293.582697,0,12
C10632,107.298227,0.636364,1084.09,0,1084.09,0,0.666667,0,0.666667,0,0,9,8000,1515.629124,152.094041,0.714286,12
C10633,3946.876897,1,207,0,207,1546.727807,0.916667,0,0.916667,0.5,11,11,8500,1494.101923,886.539252,0,12
C10634,1246.393805,1,1757.47,907.05,850.42,0,1,0.416667,1,0,0,80,5000,1254.376139,309.542834,0,12
C10635,7155.328723,1,3837.59,1860.18,1977.41,14811.68818,1,0.916667,1,0.916667,51,52,9500,17739.94594,2500.582848,0,12
C10636,2147.939753,0.818182,117.57,117.57,0,1022.23072,0.083333,0.083333,0,0.083333,2,2,8000,5441.876882,542.296729,0.1,12
C10637,32.612745,1,1223.41,769.41,454,0,1,1,0.916667,0,0,25,6000,1222.343069,129.304142,0.8,12
C10638,5380.796813,1,1710.24,817.32,892.92,2292.800636,1,0.416667,1,0.25,6,43,6000,1572.990843,3215.771919,0,12
C10639,3419.661676,1,11.06,11.06,0,1261.347779,0.083333,0.083333,0,0.083333,1,1,4000,745.984976,1243.56477,0,12
C10640,8900.194109,1,0,0,0,4849.693752,0,0,0,0.916667,52,0,12000,2430.864139,2452.882838,0,12
C10641,837.950585,1,8273.18,2904.89,5368.29,0,1,1,1,0,0,53,7000,7883.621179,208.069929,1,12
C10642,2113.098241,1,619.93,0,619.93,1958.668173,1,0,0.916667,0.083333,2,24,4000,529.829894,508.775831,0,12
C10643,16.371699,0.3,190,0,190,0,0.2,0,0.2,0,0,3,4000,322.114468,139.674841,0.5,10
C10644,3774.063585,1,7680.08,5050.97,2629.11,0,1,0.583333,1,0,0,64,11500,2529.085319,1256.196236,0,12
C10645,1088.031913,1,9734.63,3756.01,5978.62,0,1,1,1,0,0,194,8500,8571.945329,204.762568,0.083333,12
C10646,2.175751,0.454545,0,0,0,136.662804,0,0,0,0.083333,1,0,3000,278.731912,56.686755,0.2,12
C10647,5248.392421,1,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000,8495.972927,1183.069705,0.25,12
C10648,9.581344,1,118.6,70,48.6,0,1,0.083333,0.916667,0,0,25,3300,117.780082,56.500841,0.1,12
C10649,3123.339488,1,11202.09,10929.53,272.56,0,1,1,0.583333,0,0,100,7500,8317.163283,887.495688,0.083333,12
C10650,1670.928797,1,794.52,794.52,0,0,0.666667,0.666667,0,0,0,16,1750,1083.625844,1196.302503,0,12
C10651,537.389322,0.9,1704.22,150.5,1553.72,0,0.9,0.2,0.8,0,0,16,1500,679.888456,160.592311,0.125,10
C10652,1803.955439,1,1044.43,801.35,243.08,103.174612,0.666667,0.416667,0.333333,0.083333,1,23,5000,1068.805913,518.001095,0,12
C10653,2394.126386,1,3651.59,1544.79,2106.8,2420.908491,1,0.833333,1,0.166667,11,111,4500,6925.337419,1646.768053,0.083333,12
C10654,544.879717,1,6477.6,3301.6,3176,0,1,1,0.916667,0,0,83,7500,6381.236136,235.661045,0.833333,12
C10655,288.474257,1,1025.03,0,1025.03,0,1,0,1,0,0,67,2800,1148.409463,183.177287,0.083333,12
C10656,1434.097191,1,0,0,0,1866.841949,0,0,0,0.083333,2,0,2400,2361.929133,390.202217,0,12
C10657,79.554406,0.636364,472.71,472.71,0,0,0.083333,0.083333,0,0,0,1,16000,563.830183,108.579632,0,12
C10658,2134.513436,1,733.35,78.6,654.75,5716.149236,0.818182,0.181818,0.818182,0.181818,7,11,3000,6801.933334,1017.637027,0.090909,11
C10659,4925.502001,1,3050.72,989.14,2061.58,10901.29827,0.583333,0.333333,0.333333,0.416667,24,16,11500,21320.89625,3913.712987,0.166667,12
C10660,62.32157,0.636364,601.35,468,133.35,0,0.416667,0.333333,0.333333,0,0,10,7000,704.075312,161.420141,0.25,12
C10661,1062.752143,1,0,0,0,496.76383,0,0,0,0.166667,3,0,1200,720.3446,369.566083,0,12
C10662,5347.377116,0.545455,0,0,0,9671.336737,0,0,0,0.083333,1,0,10500,3239.303839,3614.801495,0,12
C10663,8.555864,1,0,0,0,75.612993,0,0,0,0.083333,1,0,5000,74.218884,96.13968,0,12
C10665,164.649775,1,1764.86,1149.34,615.52,0,1,0.666667,0.916667,0,0,21,10000,1768.463643,212.73674,1,12
C10666,299.765294,1,2352.2,1136.7,1215.5,0,0.916667,0.666667,0.75,0,0,30,6500,2671.279796,185.468819,0.25,12
C10667,3725.636832,1,0,0,0,516.029064,0,0,0,0.666667,9,0,4000,1221.274221,1537.255049,0,12
C10668,306.877248,1,3877.85,2183.56,1694.29,0,0.916667,0.666667,0.75,0,0,29,12500,3639.443058,205.024983,1,12
C10669,14411.95798,1,5958.17,3161.46,2796.71,0,1,0.583333,1,0,0,98,15000,7839.750264,8096.79502,0,12
C10670,1759.969888,1,5969.33,3755.24,2214.09,1777.022586,1,1,1,0.25,4,92,16500,7272.999505,445.131364,0.25,12
C10671,1482.235539,1,14604.87,2475.93,12128.94,0,1,0.583333,1,0,0,219,15500,14462.63056,340.717801,1,12
C10672,6014.806806,1,433.63,433.63,0,2433.987199,0.25,0.25,0,0.583333,13,5,7000,1534.75789,1663.455756,0,12
C10673,5619.157028,1,2790.76,2549.25,241.51,0,1,1,0.333333,0,0,36,14000,1778.284067,1355.651702,0,12
C10674,365.12275,1,571.32,0,571.32,4961.005282,0.5,0,0.333333,0.416667,14,3,4000,5308.488824,216.48223,0.454545,12
C10675,1728.079372,1,0,0,0,1662.824051,0,0,0,0.166667,4,0,1800,141.505315,10592.53719,0,12
C10676,1043.249828,1,281.25,0,281.25,1361.24762,1,0,0.888889,0.444444,4,9,1200,634.96657,965.13244,0,9
C10677,2571.925816,1,1701.9,464.9,1237,1089.064313,1,0.25,1,0.333333,5,55,3000,710.210734,684.951673,0,12
C10678,7760.5254,1,14332.92,10588.97,3743.95,0,1,0.909091,0.909091,0,0,152,16000,7116.531862,2117.186083,0,11
C10679,61.644247,0.363636,490.6,0,490.6,0,0.272727,0,0.272727,0,0,3,18000,1197.347043,131.19619,1,11
C10680,0,0,0,0,0,310.888779,0,0,0,0.083333,1,0,9000,0,,0,12
C10681,1724.2041,1,8371.19,4192.8,4178.39,959.946429,1,0.5,1,0.083333,1,87,3800,9582.782864,1805.370785,0.25,12
C10682,558.989996,0.818182,4552.44,1234,3318.44,0,0.75,0.166667,0.583333,0,0,15,5000,5496.343824,173.931803,1,12
C10683,15.728894,0.272727,202,202,0,0,0.166667,0.166667,0,0,0,2,2000,200.169721,43.909196,0,12
C10684,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,1,0.5,1,0.5,62,104,7000,17084.85192,2068.25205,0.090909,12
C10685,28.394518,0.181818,379.3,0,379.3,0,0.166667,0,0.166667,0,0,6,2500,534.818301,28.994494,0.181818,12
C10686,2515.968879,1,1877.24,926.9,950.34,0,0.166667,0.166667,0.083333,0,0,29,8500,4503.07943,810.909841,0.083333,12
C10688,408.069031,1,3660.97,3660.97,0,0,1,1,0,0,0,33,7500,4471.044825,188.409994,0.666667,12
C10689,975.165854,1,2281.56,2281.56,0,98.596565,0.916667,0.916667,0,0.166667,2,29,20000,2068.187388,243.235999,0,12
C10690,879.190921,1,45.65,45.65,0,1246.223848,0.083333,0.083333,0,0.166667,2,1,1200,1589.980022,439.870516,0.1,12
C10691,2331.38017,1,1919.66,1310.9,608.76,0,0.916667,0.416667,0.75,0,0,34,6000,6725.483653,609.161536,0,12
C10692,27.20711,0.818182,685.08,220,465.08,0,0.583333,0.25,0.5,0,0,24,13000,798.047921,66.969941,0.25,12
C10693,1418.254924,1,362.13,0,362.13,0,1,0,1,0,0,19,1200,496.114334,15914.72154,0,12
C10694,1.979916,0.125,80,80,0,0,0.125,0.125,0,0,0,1,1500,0,,0,8
C10695,331.586253,1,3703.36,1653.98,2049.38,0,1,1,1,0,0,54,7500,3229.189675,195.370312,0.916667,12
C10696,10359.45471,1,12650,12650,0,2781.682203,0.25,0.25,0,0.166667,2,10,10500,7566.470234,9170.428051,0,12
C10697,2144.477682,1,228.35,228.35,0,1908.662268,0.333333,0.333333,0,0.083333,1,7,4000,2520.722012,507.937007,0,12
C10698,2927.082849,0.9,0,0,0,3987.822594,0,0,0,0.3,5,0,4000,862.790575,1178.426048,0,10
C10699,654.747715,1,1969.24,567.47,1401.77,0,0.916667,0.25,0.916667,0,0,30,12000,2011.781378,219.067764,0,12
C10700,1162.770552,1,533.36,0,533.36,19.292323,0.666667,0,0.583333,0.083333,1,8,1200,632.227172,1395.576542,0,12
C10701,4094.433899,1,0,0,0,1618.325972,0,0,0,0.5,8,0,7500,1070.599052,1441.148962,0,12
C10702,278.142977,1,1901.94,367,1534.94,0,1,0.166667,1,0,0,34,4500,1624.241905,168.938924,0,12
C10703,5941.847384,1,0,0,0,744.138154,0,0,0,0.166667,2,0,7000,1756.829998,2166.204489,0,12
C10704,983.339069,1,5601.54,3073.82,2527.72,36.336457,1,0.75,1,0.083333,1,182,7500,4807.552996,207.134142,0.166667,12
C10705,820.05973,1,162.56,0,162.56,0,0.5,0,0.5,0,0,6,1000,215.685296,7281.645049,0,12
C10706,7025.757291,1,66.32,66.32,0,8733.135566,0.083333,0.083333,0,0.583333,16,1,9000,9547.622542,2385.432813,0,12
C10707,1.411754,0.2,19.9,0,19.9,0,0.2,0,0.1,0,0,2,6500,49.622958,48.782575,0.5,10
C10708,5656.069801,1,362.36,362.36,0,7240.433194,0.25,0.25,0,1.25,12,2,8000,683.421497,2036.877611,0,8
C10709,2705.591995,1,818.02,326.02,492,2758.007287,1,0.083333,1,0.083333,3,14,3000,4055.34116,1002.627519,0.083333,12
C10710,235.294264,1,1286.2,1286.2,0,0,1,1,0,0,0,24,4000,1272.434565,218.00803,0,12
C10711,3472.806962,1,1800,0,1800,2642.846513,1,0,1,0.083333,7,12,6000,2214.368263,4093.868044,0,12
C10712,2892.138807,1,0,0,0,129.381701,0,0,0,0.333333,5,0,3000,666.956678,1066.060177,0,12
C10713,145.973232,0.818182,1131.08,0,1131.08,0,0.583333,0,0.5,0,0,25,18000,1317.549381,481.452747,0.25,12
C10714,1943.792266,1,83.35,0,83.35,0,0.142857,0,0.142857,0,0,1,4000,290.353132,276.463002,0,7
C10715,2119.537904,1,342.07,270.07,72,0,0.583333,0.5,0.166667,0,0,11,3000,3505.371815,894.910352,0,12
C10716,233.395491,0.818182,2025,2025,0,385.62779,0.75,0.75,0,0.083333,1,21,6000,2420.445403,118.312302,0.5,12
C10717,318.186198,1,3548.64,2949.37,599.27,0,1,0.916667,1,0,0,51,20000,3908.960912,199.621137,1,12
C10718,448.190189,1,1687.29,1687.29,0,0,0.5,0.5,0,0,0,8,11500,1464.000198,261.032083,0.166667,12
C10719,908.354652,1,231.35,0,231.35,944.183414,1,0,0.857143,0.142857,3,7,1000,161.97536,930.115009,0,7
C10720,546.844163,1,2427.26,1587.34,839.92,0,1,1,1,0,0,30,5000,1747.703784,176.211823,0.333333,12
C10721,763.327047,1,579.28,300,279.28,727.52546,0.5,0.166667,0.416667,0.083333,1,13,1200,635.871404,220.685812,0,12
C10722,1495.801569,1,420.03,320.03,100,0,1,0.25,1,0,0,16,6600,1283.885302,389.191998,0,12
C10723,7006.751866,1,328.92,328.92,0,9497.696525,0.166667,0.166667,0,0.666667,12,2,10000,659.559695,1400.681628,0,6
C10724,4414.952906,1,419.64,0,419.64,0,1,0,1,0,0,12,4200,467.204852,24302.09819,0,12
C10725,255.052529,1,3267.03,1439.07,1827.96,0,1,1,1,0,0,101,6000,2841.850383,173.710118,1,12
C10726,1167.045536,1,294.13,65,229.13,0,0.916667,0.083333,0.833333,0,0,12,1500,686.376349,266.50397,0,12
C10727,3063.017462,1,0,0,0,3550.209696,0,0,0,0.166667,3,0,5500,757.537513,891.059927,0,12
C10728,1546.216153,0.833333,0,0,0,2196.107878,0,0,0,0.166667,5,0,3000,247.706733,310.58347,0,6
C10729,999.392635,1,0,0,0,2368.248319,0,0,0,0.333333,10,0,1500,1724.178215,301.346806,0.1,12
C10730,3386.99251,1,171.92,171.92,0,0,0.416667,0.416667,0,0,0,5,4500,907.867126,912.269822,0,12
C10731,963.572006,1,2210.97,1741.3,469.67,0,1,1,0.416667,0,0,50,9500,2946.752322,345.15359,0,12
C10732,454.580913,1,1229.57,1229.57,0,0,0.416667,0.416667,0,0,0,16,2700,1125.497981,192.979922,0,12
C10733,2572.508325,1,64,64,0,248.690762,0.083333,0.083333,0,0.083333,2,1,2800,373.433094,3945.38539,0,12
C10734,2596.59993,1,0,0,0,1700.074178,0,0,0,0.5,9,0,3000,1794.421173,936.618592,0,12
C10735,13763.47358,1,9670.84,6701.08,2969.76,1896.204934,1,0.75,1,0.166667,2,88,17500,24199.11108,3039.137305,0.083333,12
C10736,1861.026633,1,7446.18,6376.98,1069.2,2817.03397,1,1,1,0.25,5,82,10000,10274.93122,528.241518,0.333333,12
C10737,5422.456378,1,0,0,0,9972.234861,0,0,0,0.166667,2,0,14000,1661.693077,1949.814235,0,12
C10738,838.616485,1,375.57,375.57,0,99.587515,0.25,0.25,0,0.083333,1,3,6000,779.057364,179.42685,0,12
C10739,446.735142,1,5228.36,2337.44,2890.92,0,1,1,1,0,0,71,3000,4843.737867,177.051156,0.454545,12
C10740,88.823762,1,291.65,0,291.65,0,0.75,0,0.666667,0,0,10,8000,341.378477,209.317582,0.083333,12
C10741,821.916526,0.857143,1386.4,1386.4,0,0,0.285714,0.285714,0,0,0,3,1500,238.348011,154.555561,0,7
C10742,3714.539663,1,1307.16,1307.16,0,4245.840374,1,1,0,0.333333,4,24,5000,1529.771263,1212.951385,0,12
C10743,7811.234174,1,0,0,0,6372.109273,0,0,0,0.333333,8,0,16000,2322.058763,1831.024986,0,12
C10744,1024.761905,1,77.99,77.99,0,0,0.166667,0.166667,0,0,0,2,1200,555.23373,303.743033,0,12
C10745,2386.932058,1,861.79,181.81,679.98,457.699229,0.333333,0.166667,0.166667,0.083333,1,7,6000,6532.686986,634.388953,0.083333,12
C10746,15.492415,1,65,65,0,0,0.083333,0.083333,0,0,0,1,3000,19.221233,67.643963,0,12
C10747,2643.876192,0.818182,798.34,277,521.34,3206.809796,0.5,0.25,0.416667,0.166667,2,19,4500,728.056878,769.627647,0,12
C10748,4881.822347,1,0,0,0,223.953042,0,0,0,0.25,3,0,8500,1227.062915,1208.463027,0,12
C10749,1855.212121,1,32.22,32.22,0,37.743145,0.083333,0.083333,0,0.083333,1,1,2000,349.584645,695.503633,0,12
C10750,13774.74154,1,404.24,0,404.24,3369.474535,0.25,0,0.25,0.5,7,3,14500,3167.870886,3533.4648,0,12
C10751,251.151609,0.363636,0,0,0,1084.813197,0,0,0,0.166667,4,0,1200,3597.140559,308.399887,0.333333,12
C10752,1355.180523,0.909091,8820.67,2549.65,6271.02,0,0.75,0.583333,0.583333,0,0,37,6500,3609.323897,416.412205,0,12
